CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Diarrhoea and Dysentery, 1901, 3
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Smallpox, 1909, 0
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Smallpox, 1910, 0
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Smallpox, 1911, 0
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Smallpox, 1912, 0
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Smallpox, 1913, 0
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Smallpox, 1914, 0
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Smallpox, 1915, 0
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Smallpox, 1916, 0
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Smallpox, 1917, 0
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Smallpox, 1918, 0
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Smallpox, 1919, 0
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Smallpox, 1920, 0
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Encephalitis Lethargica, 1901, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Encephalitis Lethargica, 1902, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Encephalitis Lethargica, 1903, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Encephalitis Lethargica, 1904, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Encephalitis Lethargica, 1905, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Encephalitis Lethargica, 1906, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Encephalitis Lethargica, 1907, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Encephalitis Lethargica, 1908, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Encephalitis Lethargica, 1909, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Encephalitis Lethargica, 1910, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Encephalitis Lethargica, 1911, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Encephalitis Lethargica, 1912, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Encephalitis Lethargica, 1913, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Encephalitis Lethargica, 1914, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Encephalitis Lethargica, 1915, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Encephalitis Lethargica, 1916, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Encephalitis Lethargica, 1917, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Encephalitis Lethargica, 1918, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Encephalitis Lethargica, 1919, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Encephalitis Lethargica, 1920, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Other Infectious & parasitic diseases, 1901, 1
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Other Infectious & parasitic diseases, 1902, 3
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Other Infectious & parasitic diseases, 1903, 2
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Other Infectious & parasitic diseases, 1904, 1
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Other Infectious & parasitic diseases, 1905, 0
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Other Infectious & parasitic diseases, 1906, 2
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Other Infectious & parasitic diseases, 1907, 0
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Other Infectious & parasitic diseases, 1908, 0
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Other Infectious & parasitic diseases, 1909, 2
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Other Infectious & parasitic diseases, 1910, 2
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Other Infectious & parasitic diseases, 1911, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Other Infectious & parasitic diseases, 1912, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Other Infectious & parasitic diseases, 1913, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Other Infectious & parasitic diseases, 1914, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Other Infectious & parasitic diseases, 1915, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Other Infectious & parasitic diseases, 1916, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Other Infectious & parasitic diseases, 1917, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Other Infectious & parasitic diseases, 1918, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Other Infectious & parasitic diseases, 1919, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Other Infectious & parasitic diseases, 1920, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cancer, 1901, 26
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cancer, 1902, 30
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cancer, 1903, 25
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cancer, 1904, 25
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cancer, 1905, 21
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cancer, 1906, 21
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cancer, 1907, 22
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cancer, 1908, 23
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cancer, 1909, 16
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cancer, 1910, 32
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cancer, 1911, 38
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cancer, 1912, 24
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cancer, 1913, 36
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cancer, 1914, 21
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cancer, 1915, 40
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cancer, 1916, 28
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cancer, 1917, 36
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cancer, 1918, 30
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cancer, 1919, 40
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cancer, 1920, 43
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Diabetes, 1901, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Diabetes, 1902, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Diabetes, 1903, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Diabetes, 1904, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Diabetes, 1905, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Diabetes, 1906, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Diabetes, 1907, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Diabetes, 1908, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Diabetes, 1909, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Diabetes, 1910, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Diabetes, 1911, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Diabetes, 1912, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Diabetes, 1913, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Diabetes, 1914, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Diabetes, 1915, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Diabetes, 1916, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Diabetes, 1917, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Diabetes, 1918, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Diabetes, 1919, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Diabetes, 1920, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cerebro-Spinal Meningitis, 1901, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cerebro-Spinal Meningitis, 1902, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cerebro-Spinal Meningitis, 1903, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cerebro-Spinal Meningitis, 1904, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cerebro-Spinal Meningitis, 1905, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cerebro-Spinal Meningitis, 1906, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cerebro-Spinal Meningitis, 1907, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cerebro-Spinal Meningitis, 1908, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cerebro-Spinal Meningitis, 1909, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cerebro-Spinal Meningitis, 1910, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cerebro-Spinal Meningitis, 1911, 5
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cerebro-Spinal Meningitis, 1912, 1
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cerebro-Spinal Meningitis, 1913, 4
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cerebro-Spinal Meningitis, 1914, 1
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cerebro-Spinal Meningitis, 1915, 5
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cerebro-Spinal Meningitis, 1916, 1
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cerebro-Spinal Meningitis, 1917, 5
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cerebro-Spinal Meningitis, 1918, 3
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cerebro-Spinal Meningitis, 1919, 3
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Cerebro-Spinal Meningitis, 1920, 3
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Heart Disease, 1901, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Heart Disease, 1902, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Heart Disease, 1903, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Heart Disease, 1904, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Heart Disease, 1905, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Heart Disease, 1906, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Heart Disease, 1907, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Heart Disease, 1908, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Heart Disease, 1909, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Heart Disease, 1910, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Heart Disease, 1911, 43
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Heart Disease, 1912, 47
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Heart Disease, 1913, 41
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Heart Disease, 1914, 40
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Heart Disease, 1915, 45
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Heart Disease, 1916, 39
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Heart Disease, 1917, 37
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Heart Disease, 1918, 36
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Heart Disease, 1919, 39
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Heart Disease, 1920, 60
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Vascular lesions of nervous system, 1901, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Vascular lesions of nervous system, 1902, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Vascular lesions of nervous system, 1903, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Vascular lesions of nervous system, 1904, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Vascular lesions of nervous system, 1905, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Vascular lesions of nervous system, 1906, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Vascular lesions of nervous system, 1907, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Vascular lesions of nervous system, 1908, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Vascular lesions of nervous system, 1909, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Vascular lesions of nervous system, 1910, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Vascular lesions of nervous system, 1911, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Vascular lesions of nervous system, 1912, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Vascular lesions of nervous system, 1913, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Vascular lesions of nervous system, 1914, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Vascular lesions of nervous system, 1915, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Vascular lesions of nervous system, 1916, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Vascular lesions of nervous system, 1917, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Vascular lesions of nervous system, 1918, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Vascular lesions of nervous system, 1919, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Vascular lesions of nervous system, 1920, n/g
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Pneumonia, 1901, 17
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Pneumonia, 1902, 16
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Pneumonia, 1903, 20
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Pneumonia, 1904, 19
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Pneumonia, 1905, 23
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Pneumonia, 1906, 23
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Pneumonia, 1907, 23
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Pneumonia, 1908, 23
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Pneumonia, 1909, 18
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Pneumonia, 1910, 14
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Pneumonia, 1911, 11
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Pneumonia, 1912, 12
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Pneumonia, 1913, 14
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Pneumonia, 1914, 13
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Pneumonia, 1915, 17
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Pneumonia, 1916, 12
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Pneumonia, 1917, 13
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Pneumonia, 1918, 24
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Pneumonia, 1919, 19
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Pneumonia, 1920, 15
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Influenza, 1901, 3
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Influenza, 1902, 8
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Influenza, 1903, 2
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Influenza, 1904, 1
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Influenza, 1905, 0
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Influenza, 1906, 7
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Influenza, 1907, 9
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Influenza, 1908, 4
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Influenza, 1909, 2
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Influenza, 1910, 3
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Influenza, 1911, 0
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Influenza, 1912, 5
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Influenza, 1913, 4
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Influenza, 1914, 2
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Influenza, 1915, 8
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Influenza, 1916, 5
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Influenza, 1917, 12
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Influenza, 1918, 61
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Influenza, 1919, 27
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Influenza, 1920, 11
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Bronchitis, 1901, 17
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Bronchitis, 1902, 28
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Bronchitis, 1903, 8
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Bronchitis, 1904, 22
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Bronchitis, 1905, 24
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Bronchitis, 1906, 13
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Bronchitis, 1907, 20
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Bronchitis, 1908, 9
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Bronchitis, 1909, 24
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Bronchitis, 1910, 15
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Bronchitis, 1911, 15
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Bronchitis, 1912, 22
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Bronchitis, 1913, 24
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Bronchitis, 1914, 21
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Bronchitis, 1915, 29
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Bronchitis, 1916, 25
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Bronchitis, 1917, 26
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Bronchitis, 1918, 15
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Bronchitis, 1919, 30
CAUSE OF DEATH  IN LONG ASHTON UNION AND REGISTRATION DISTRICT (1901 – 1920), Bronchitis, 1920, 21
